번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,2538페이지중 980페이지까지만함
50560,가리봉시장,중앙상회,"서울시 구로구 우마3길 15(가리봉동), 중앙상회",박형미,28564488,야채,,,
50559,가리봉시장,나주상회,"서울시 구로구 우마길 17(가리봉동), 나주상회",이광수,28663179,"식품,잡화",,,
50558,가리봉시장,충남상회,"서울특별시 구로구 우마3길 10, (가리봉동, 4)",강제화,-,식품,,,
50557,가리봉시장,동원정육점,"서울특별시 구로구 디지털로19길 48-3, 동원정육점",안근영,-,식육,,,
50556,가리봉시장,아람,"서울특별시 구로구 우마3길 13 (가리봉동), 1층",장동식,28626865,식육,,,
50555,가리봉시장,월드유통,"서울특별시 구로구 우마3길 5 (가리봉동), 1층",채정임,28673603,식육,,,
50554,가리봉시장,중앙정육점,"서울시 구로구 우마1길 12-14(가리봉동), 중앙정육점",김흥수,-,식육,,,
50553,가리봉시장,제일종합식품,"서울시 구로구 디지털로19길 39-4(가리봉동), 제일종합식품",송재현,28651820,식료품 농수산물,,,
50552,가리봉시장,논산상회,"서울시 구로구 우마길 17, 1층",최정옥,28659249,"식료,잡화",,,
50551,가리봉시장,하나마트,"서울시 구로구 디지털로19길 30-3(가리봉동), 하나마트",이은호,28371900,슈퍼,,,
50550,가리봉시장,삼희식품,"서울시 구로구 우마3길 5(가리봉동), 삼희식품",송원배,28565196,"순대부산물,장류,잡화",,,
50549,가리봉시장,구씨네수산,"서울특별시 구로구 우마3길 18 (가리봉동), 1층",구자선,-,생선,,,
50548,가리봉시장,가나안지물포,"서울시 구로구 디지털로19길 51 (가리봉동), 1층",정미옥,28550484,"벽지,장판",,,
50547,가리봉시장,고향반찬,"서울특별시 구로구 우마3길 18 (가리봉동), 1층",황영자,-,반찬,,,
50546,가리봉시장,중국반찬,"서울특별시 구로구 우마3길 10 (가리봉동), 1층",전귀순,-,반찬,,,
50545,가리봉시장,진미반찬,"서울특별시 구로구 우마3길 10 (가리봉동), 1층",이현순,-,반찬,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
50544,가리봉시장,영도식품,"서울특별시 구로구 디지털로19길 42, 1층",김종구,-,두부류,,,
50543,가리봉시장,대지기물,"서울시 구로구 우마길 17(가리봉동), 1층",손연미,28531188,기타기물잡화,,,
50542,가리봉시장,만과상회,"서울시 구로구 우마길 17(가리봉동), 만과상회",송영자,28624966,과일,,,
50541,가리봉시장,환일종합식품,"서울시 구로구 디지털로19길 49(가리봉동), 환일종합식품",임병실,28646334,과실(일반),,,
50540,가리봉시장,금산인삼,"서울시 구로구 디지털로19길 42, 금산인삼",김계녀,-,건강식품,,,
50539,가수원상점가,짱종합화장품,"대전 서구 계백로 1158번길 23, 짱화장품",장옥화,425417822,화장품,,,
50538,가수원상점가,다정식당,"대전 서구 벌곡로 1379번길 19, 다정식당",최순이,425415454,한식,,,
50537,가수원상점가,이석만두,"대전 서구 벌곡로 1379번길 16, 이석만두",조동순,425452280,한식,,,
50536,가수원상점가,피자델파파,"대전 서구 계백로 1158번길 7-12, 1층",김형준,425418220,피자,,,
50535,가수원상점가,지코바치킨,"대전 서구 계백로 1166-11, 지코바치킨",박혜정,425413392,치킨,,,
50534,가수원상점가,파리바게뜨가수원점,"대전광역시 서구 계백로1158번길 69 (가수원동), 1층 파리바게뜨가수원점",김영란,425448245,제과,,,
50533,가수원상점가,단오헤어,"대전 서구 계백로 1158번길 7-8, 2층",이현주,425410809,일반미용업,,,
50532,가수원상점가,건강약국,"대전 서구 계백로 1166-12, 1층",윤경섭,425448002,약국,,,
50531,가수원상점가,오정축산가수원직영점,"대전광역시 서구 계백로1158번길 29(가수원동), 1층",박기복,7075286659,식육,,,
50530,가수원상점가,은아정육축산,"대전 서구 가수원동 768-10, 1층 101호",정근미,425431005,식육,,,
50529,가수원상점가,굿마트,"대전 서구 계백로 1158번길 11, 굿마트",조호연,425430205,슈퍼마켓,,,
50528,가수원상점가,트라이 가수원점,"대전 서구 계백로 1158번길 27, 1층",유은아,424849088,속옷,,,
50527,가수원상점가,밀밭칼국수,"대전 서구 벌곡로 1373, 1층",남진미,425453366,분식,,,
50526,가수원상점가,새벽김밥,"대전광역시 서구 계백로 1166-18(가수원동), 새벽김밥",백필순,425419977,분식,,,
50525,가수원상점가,큰엄마떡볶이,"대전서구 계백로 1158번길 19, 큰엄마떡볶이",우명희,425418848,분식,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
50524,가수원상점가,오클로즈헤어샵,"대전광역시 서구 벌곡로1379번길 6, 1층(가수원동)",황금자,425423819,미용업,,,
50523,가수원상점가,일흥떡집,"대전 서구 계백로 1166-12, 1층",임헌양,425436477,떡 제조 판매,,,
50522,가수원상점가,두부명가,"대전 서구 계백로 1158번길 31, 1층",함윤호,425418314,두부,,,
50521,가수원상점가,한밭열쇠,"대전 서구 벌곡로 1371, 한밭열쇠",김학근,425411180,기타일반소매,,,
50520,가수원상점가,동양기획,"대전 서구 벌곡로 1383-1, 동양기획",이래무,425415889,광고물 인쇄,,,
50519,가수원상점가,원앙청과,"대전 서구 계백로 1166-18, 1층",유현열,425419177,과일,,,
50518,가수원상점가,정일떡방앗간,"대전 서구 계백로 1158번길 31, 정일떡방앗간",박영록,425418353,곡물 제분업,,,
50517,가수원상점가,남해배여사건어물,"대전 서구 벌곡로 1379번길 5, 남해배여사건어물",배정자,-,건어물,,,
50516,가야상설시장(구 가야시장),한샘플라워,"경상남도 함안군 가야읍 함안대로 584, 한샘플라워",안정미,555830707,화훼,,,
50515,가야상설시장(구 가야시장),푸른꽃식물원,"경상남도 함안군 가야읍 함안대로 565, 푸른꽃식물원",안춘덕,555841400,화원,,,
50514,가야상설시장(구 가야시장),옛날보리밥집,"경상남도 함안군 가야읍 가야7길 11,, 101호",강정임,-,한식,,,
50513,가야상설시장(구 가야시장),진이식당,"경상남도 함안군 가야읍 장터길 23, 진이식당",성진옥,555827663,한식,,,
50512,가야상설시장(구 가야시장),청우족발,"경상남도 함안군 가야읍 가야8길 7, 청우족발",조용점,-,한식,,,
50511,가야상설시장(구 가야시장),읍내포목,"경상남도 함안군 가야읍 말산리 40-9, 읍내포목",이석진,555833224,포목,,,
50510,가야상설시장(구 가야시장),꾸밈방,"경상남도 함안군 가야읍 가야8길8 꾸밈방, 꾸밈방",김순기,555840074,"카페트,커텐,천막,지물",,,
50509,가야상설시장(구 가야시장),모든침구,"경상남도 함안군 가야읍 가야7길 10, 모든침구",김수정,555837632,침구수예점,,,
50508,가야상설시장(구 가야시장),미림상회,"경상남도 함안군 가야읍 가야로 46-1, 미림상회",정명희,-,"축산물소매,양념육판매,농산물소매업,기타음,식료품및",,,
50507,가야상설시장(구 가야시장),제일포목,"경상남도 함안군 가야읍 장터길 15, 제일포목",안무주,-,"축산물소매,양념육판매,농산물소매업,기타음,식료품및",,,
50506,가야상설시장(구 가야시장),파리바게트경남함안점,"경상남도 함안군 가야읍 함안대로 566, 파리바게트경남함안점",이쌍식,555838200,제과점||chr(47)||와인소매업,,,
50505,가야상설시장(구 가야시장),고은이옷집,"경상남도 함안군 가야읍 가야8길 7, 고은이옷집",민형순,-,의류,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
50504,가야상설시장(구 가야시장),메리야스총판,"경상남도 함안군 가야읍 가야7길17, 메리야스총판",박순애,555821593,의류,,,
50503,가야상설시장(구 가야시장),아름드리,"경상남도 함안군 가야읍 방목2길 32, 아름드리",박미선,555845545,의류,,,
50502,가야상설시장(구 가야시장),도미닉,"경상남도 함안군 가야읍 가야8길 7, 도미닉",이호숙,555833356,신발,,,
50501,가야상설시장(구 가야시장),가야식육점,"경상남도 함안군 가야읍 가야8길 2, 가야식육점",조아라,-,식육,,,
50500,가야상설시장(구 가야시장),광남어물전,"경상남도 함안군 가야읍 가야7길13, 광남어물전",김경희,555836119,수산업소매업,,,
50499,가야상설시장(구 가야시장),시장종합화장품,"경상남도 함안군 가야읍 가야8길 10, 시장종합화장품",정옥점,-,"비누재료및비누,목공예품,화장품",,,
50498,가야상설시장(구 가야시장),동광참기름,"경상남도 함안군 가야읍 가야6길 11-12, 동광참기름",이상헌,-,떡,,,
50497,가야상설시장(구 가야시장),함안식품,"경상남도 함안군 가야읍 가야6길 13, 함안식품",조정규,555825044,두부,,,
50496,가야상설시장(구 가야시장),BYC 함안점,"경상남도 함안군 가야읍 가야로 46-2,, 1동 BYC",정희영,-,내의류잡화,,,
50495,가야상설시장(구 가야시장),시장상회,"경상남도 함안군 가야읍 해동길16, 시장상회",윤영애,555832179,기타음식료품및일용잡화,,,
50494,가야시장,하꼬방,"경상남도 합천군 가야면 가야시장로 63-13, 하꼬방",정경자,559315147,한식,,,
50493,가야시장,황토우리방앗간,"경상남도 함안군 가야읍 장터길 23, 황토우리방앗간",강영희,555859968,떡류,,,
50492,가야시장,영일물산,"경상남도 합천군 가야면 가야시장로 67-1, 가야시장",김창진,549558948,건어물,,,
50491,가은아자개시장,민들레,"경상북도 문경시 가은읍 대야로 2476, 민들레",김숙이,-,한식점업,,,
50490,가은아자개시장,시장식육식당,"경상북도 문경시 가은읍 가은4길 5, 시장식육식당",김묘순,545712214,한식점업,,,
50489,가은아자개시장,옥녀봉집두부,"경상북도 문경시 가은읍 왕능길 12, 옥녀봉집두부",장재임,545713834,한식점업,,,
50488,가은아자개시장,가은식탁,"경상북도 문경시 가은읍 가은3길 24, 1층",강성훈,545717785,한식,,,
50487,가은아자개시장,자유베이커리,"경상북도 문경시 가은읍 가은6길 4, 자유베이커리",박종태,545715730,제과점업,,,
50486,가은아자개시장,아자개공방,"경상북도 문경시 가은읍 가은5길 7, 상가 5동-1",박선애,-,장식품 및 교시용 모형 제조업,,,
50485,가은아자개시장,대흥제유소방앗간,"경상북도 문경시 중앙로 87-11 (점촌동), 대흥떡집",조정민,545553425,임가공제분,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
50484,가은아자개시장,대야산(옻닭),"경상북도 문경시 가은읍 대야로 2528, 대야산(옻닭)",임은경,545718712,일반음식,,,
50483,가은아자개시장,멕시카나가은점,"경상북도 문경시 가은읍 대야로 2436, 멕시카나가은점",김진경,545719333,일반음식,,,
50482,가은아자개시장,수락관식당,"경상북도 문경시 가은읍 대야로 2463-1, 수락관식당",김경화,545721346,일반음식,,,
50481,가은아자개시장,신비식당,"경상북도 문경시 가은읍 대야로 2502, 신비식당",송순재,545710328,일반음식,,,
50480,가은아자개시장,아자개밥집술집,"경상북도 문경시 가은읍 대야로 2472, 아자개밥집술집",김인숙,545715016,일반음식,,,
50479,가은아자개시장,원화,"경상북도 문경시 가은읍 양산개6길 3, 원화",안옥란,-,일반음식,,,
50478,가은아자개시장,일번지포차,"경상북도 문경시 가은읍 대야로 2500, 일번지포차",고선희,545713769,일반음식,,,
50477,가은아자개시장,중앙정육한우마을,"경상북도 문경시 가은읍 대야로 2495, 중앙정육한우마을",정휘성,-,일반음식,,,
50476,가은아자개시장,토박이식당,"경상북도 문경시 가은읍 대야로 2472-1, 토박이식당",이명희,545716540,일반음식,,,
50475,가은아자개시장,아자개장터깨방정,"경상북도 문경시 가은읍 가은3길 17, 아자개장터깨방정",이옥남,545717655,일반식당,,,
50474,가은아자개시장,세명약국,"경상북도 문경시 가은읍 대야로 2480, 세명약국",임대영,545716024,"의약품(한약및한약제제외),의료용기구소매업",,,
50473,가은아자개시장,두술도가,"경상북도 문경시 가은읍 가은5길 7, 아자개장터 두술도가",김두수,-,약주 및 탁주 제조업,,,
50472,가은아자개시장,J할인마트,"경상북도 문경시 가은읍 대야로 2461, J할인마트",김경환,545723222,"슈퍼,담배",,,
50471,가은아자개시장,떡만드는사람들,"경상북도 문경시 가은읍 가은5길 7, 주5동 3호",김소임,545716311,"떡류,고추가루,두부",,,
50470,가음시장대상가,아리따움(경화점),"경상남도 창원시 진해구 충장로 353 (경화동), 아리따움(경화점)",이수진,555464595,화장품잡화세제류전자상거래,,,
50469,가음시장대상가,하나유통(토리모리),"경상남도 창원시 성산구 원이대로 883번길15-24 1층122,125호, 하나유통(토리모리)",백창선,552994595,화장품세제류외,,,
50468,가음시장대상가,블루화장품,"경상남도 창원시 성산구 원이대로883번길 15-24, 46호(가음동,가음시장대상가)",김선자,552675681,화장품,,,
50467,가음시장대상가,칼라,"경상남도 창원시 성산구 원이대로883번길 15-24, 1층. 126호(가음시장대상가)",황영희,-,화장품,,,
